gs,woodiness,woodiness.count
Iris atrocyanea,H,1;0;0
Iris atrofusca,H,1;0;0
Iris atropatana,H,1;0;0
Iris atropurpurea,H,1;0;0
Iris aucheri,H,1;0;0
Iris auranitica,H,1;0;0
Iris babadagica,H,1;0;0
Iris barnumiae,H,2;0;0
Iris basaltica,H,1;0;0
Iris belouini,H,1;0;0
Iris biggeri,H,1;0;0
Iris bismarckiana,H,1;0;0
Iris bloudowii,H,1;0;0
Iris boissieri,H,1;0;0
Iris bostrensis,H,1;0;0
Iris bracteata,H,1;0;0
Iris brevicaulis,H,2;0;0
Iris bucharica,H,1;0;0
Iris bulleyana,H,1;0;0
Iris bungei,H,1;0;0
Iris cabulica,H,1;0;0
Iris camillae,H,1;0;0
Iris carterorum,H,1;0;0
Iris carthaliniae,H,1;0;0
Iris caucasica,H,2;0;0
Iris cedreti,H,1;0;0
Iris chinensis,H,5;0;0
Iris chrysaeola,H,1;0;0
Iris chrysographes,H,1;0;0
Iris chrysophylla,H,1;0;0
Iris clarkei,H,1;0;0
Iris colchica,H,2;0;0
Iris collettii,H,1;0;0
Iris confusa,H,1;0;0
Iris convoluta,H,1;0;0
Iris cristata,H,2;0;0
Iris crocea,H,1;0;0
Iris curvifolia,H,1;0;0
Iris cycloglossa,H,1;0;0
Iris cypriana,H,1;0;0
Iris damascena,H,1;0;0
Iris danfordiae,H,1;0;0
Iris darwasica,H,1;0;0
Iris decora,H,1;0;0
Iris delavayi,H,1;0;0
Iris dichotoma,H,1;0;0
Iris doabensis,H,1;0;0
Iris domestica,H,1;0;0
Iris douglasiana,H,1;0;0
Iris drepanophylla,H,1;0;0
Iris edomensis,H,1;0;0
Iris elegantissima,H,1;0;0
Iris ensata,H,2;0;0
Iris falcata,H,1;0;0
Iris falcifolia,H,2;0;0
Iris fernaldii,H,1;0;0
Iris filifolia,H,1;0;0
Iris flavescens,H,1;0;0
Iris florentina,H,1;0;0
Iris foetidissima,H,1;0;0
Iris formosana,H,1;0;0
Iris forrestii,H,2;0;0
Iris fosteriana,H,1;0;0
Iris fulva,H,1;0;0
Iris galatica,H,1;0;0
Iris gatesii,H,1;0;0
Iris germanica,H,1;0;0
Iris giganticaerulea,H,1;0;0
Iris gilgitensis,H,1;0;0
Iris glockiana,H,1;0;0
Iris goniocarpa,H,1;0;0
Iris gracilipes,H,1;0;0
Iris graminea,H,1;0;0
Iris grant-duffii,H,1;0;0
Iris griffithii,H,1;0;0
Iris grossheimii,H,1;0;0
Iris halophila,H,2;0;0
Iris haynei,H,1;0;0
Iris henryi,H,1;0;0
Iris hermona,H,1;0;0
Iris heweri,H,1;0;0
Iris hexagona,H,1;0;0
Iris heylandiana,H,1;0;0
Iris hieruchamensis,H,1;0;0
Iris hippolyti,H,1;0;0
Iris hoogiana,H,1;0;0
Iris hookeriana,H,1;0;0
Iris humilis,H,2;0;0
Iris hymenospatha,H,1;0;0
Iris iberica,H,2;0;0
Iris imbricata,H,1;0;0
Iris innominata,H,1;0;0
Iris japonica,H,2;0;0
Iris jordana,H,1;0;0
Iris juncea,H,1;0;0
Iris junonia,H,1;0;0
Iris kaempferi,H,1;0;0
Iris kashmiriana,H,1;0;0
Iris keredjensis,H,1;0;0
Iris kerneriana,H,1;0;0
Iris kimballiae,H,1;0;0
Iris kirkwoodiae,H,1;0;0
Iris kopetdagensis,H,1;0;0
Iris koreana,H,1;0;0
Iris lactea,H,2;0;0
Iris lacustris,H,1;0;0
Iris laevigata,H,1;0;0
Iris lazica,H,2;0;0
Iris lineata,H,1;0;0
Iris linifolia,H,1;0;0
Iris loczyi,H,2;0;0
Iris longipetala,H,1;0;0
Iris lortetii,H,1;0;0
Iris lupina,H,1;0;0
Iris lutescens,H,1;0;0
Iris macrosiphon,H,1;0;0
Iris magnifica,H,1;0;0
Iris maracandica,H,1;0;0
Iris mariae,H,1;0;0
Iris marsica,H,1;0;0
Iris masiae,H,1;0;0
Iris meda,H,1;0;0
Iris melanosticta,H,1;0;0
Iris melzeri,H,1;0;0
Iris mesopotamica,H,1;0;0
Iris microglossa,H,1;0;0
Iris milesii,H,1;0;0
Iris minutoaurea,H,1;0;0
Iris miraculosa,H,1;0;0
Iris mississippiensis,H,1;0;0
Iris missouriensis,H,2;0;0
Iris monnieri,H,1;0;0
Iris munzii,H,1;0;0
Iris narbutii,H,1;0;0
Iris narcissiflora,H,1;0;0
Iris narynensis,H,1;0;0
Iris nectarifera,H,1;0;0
Iris nelsonii,H,1;0;0
Iris nigricans,H,1;0;0
Iris nusairiensis,H,1;0;0
Iris odontostyla,H,1;0;0
Iris oenantha,H,1;0;0
Iris orchioides,H,1;0;0
Iris orientalis,H,1;0;0
Iris palaestina,H,1;0;0
Iris pallasii,H,10;0;0
Iris pamphylica,H,1;0;0
Iris paradoxa,H,1;0;0
Iris parvula,H,1;0;0
Iris persica,H,2;0;0
Iris petrana,H,1;0;0
Iris phragmitetorum,H,1;0;0
Iris planifolia,H,1;0;0
Iris platyptera,H,1;0;0
Iris polysticta,H,1;0;0
Iris pontica,H,1;0;0
Iris popovii,H,1;0;0
Iris porphyrochrysa,H,1;0;0
Iris postii,H,1;0;0
Iris potaninii,H,2;0;0
Iris prismatica,H,1;0;0
Iris proantha,H,1;0;0
Iris pseudacorus,H,3;0;0
Iris pseudocaucasica,H,2;0;0
Iris pseudopumila,H,1;0;0
Iris pseudorossii,H,1;0;0
Iris pumila,H,1;0;0
Iris purdyi,H,1;0;0
Iris purpureobractea,H,1;0;0
Iris regis-uzziae,H,1;0;0
Iris reichenbachii,H,1;0;0
Iris reticulata,H,1;0;0
Iris revoluta,H,1;0;0
Iris rosenbachiana,H,1;0;0
Iris rossii,H,1;0;0
Iris ruthenica,H,2;0;0
Iris samariae,H,1;0;0
Iris sanguinea,H,1;0;0
Iris sari,H,2;0;0
Iris scariosa,H,1;0;0
Iris schachtii,H,1;0;0
Iris schischkinii,H,1;0;0
Iris serotina,H,1;0;0
Iris setosa,H,1;0;0
Iris sibirica,H,2;0;0
Iris sichuanensis,H,1;0;0
Iris sikkimensis,H,1;0;0
Iris sintenisii,H,1;0;0
Iris sofarana,H,1;0;0
Iris songarica,H,1;0;0
Iris speculatrix,H,1;0;0
Iris sprengeri,H,1;0;0
Iris spuria,H,3;0;0
Iris squalens,H,1;0;0
Iris staintonii,H,1;0;0
Iris stenophylla,H,1;0;0
Iris stocksii,H,1;0;0
Iris stolonifera,H,1;0;0
Iris suaveolens,H,1;0;0
Iris subbiflora,H,1;0;0
Iris subdecolorata,H,1;0;0
Iris subdichotoma,H,1;0;0
Iris subfulva,H,1;0;0
Iris swensoniana,H,1;0;0
Iris swertii,H,1;0;0
Iris taitii,H,1;0;0
Iris taochia,H,1;0;0
Iris tectorum,H,1;0;0
Iris tenax,H,1;0;0
Iris tenuifolia,H,5;0;0
Iris tenuis,H,1;0;0
Iris tenuissima,H,1;0;0
Iris thompsonii,H,1;0;0
Iris tigridia,H,1;0;0
Iris timofejewii,H,1;0;0
Iris tingitana,H,2;0;0
Iris tridentata,H,1;0;0
Iris trojana,H,1;0;0
Iris tubergeniana,H,1;0;0
Iris typhifolia,H,1;0;0
Iris unguicularis,H,2;0;0
Iris variegata,H,1;0;0
Iris vartanii,H,1;0;0
Iris verna,H,1;0;0
Iris versicolor,H,7;0;0
Iris vicaria,H,1;0;0
Iris violipurpurea,H,1;0;0
Iris virginica,H,1;0;0
Iris vvedenskyi,H,1;0;0
Iris warleyensis,H,1;0;0
Iris wattii,H,1;0;0
Iris wendelboi,H,1;0;0
Iris westii,H,1;0;0
Iris wherryana,H,1;0;0
Iris willmottiana,H,1;0;0
Iris wilsonii,H,1;0;0
Iris xanthochlora,H,1;0;0
Iris xanthospuria,H,1;0;0
Iris xiphioides,H,1;0;0
Iris xiphium,H,1;0;0
Iris yebrudii,H,1;0;0
Irvingbaileya australis,W,0;0;1
Irvingia gabonensis,W,0;0;12
Irvingia grandifolia,W,0;0;7
Irvingia malayana,W,0;0;4
Irvingia robur,W,0;0;1
Iryanthera grandis,W,0;0;1
Iryanthera hostmannii,W,0;0;8
Iryanthera juruensis,W,0;0;15
Iryanthera laevis,W,0;0;5
Iryanthera lancifolia,W,0;0;5
Iryanthera macrophylla,W,0;0;1
Iryanthera obovata,W,0;0;1
Iryanthera olacoides,W,0;0;3
Iryanthera paraensis,W,0;0;2
Iryanthera sagotiana,W,0;0;9
Iryanthera tricornis,W,0;0;3
Iryanthera ulei,W,0;0;5
Isabelia virginalis,H,1;0;0
Isachne arundinacea,W,0;0;1
Isachne distichophylla,H,2;0;0
Isachne globosa,H,2;0;0
Isachne miliacea,H,1;0;0
Isanthus brachiatus,H,1;0;0
Isatis tinctoria,H,2;0;0
Ischaemum afrum,H,1;0;0
Ischaemum crassipes,H,1;0;0
Ischaemum hondae,H,1;0;0
Ischaemum imbricatum,H,1;0;0
Ischaemum indicum,H,2;0;0
Ischaemum mangaluricum,H,1;0;0
Ischaemum muticum,H,1;0;0
Ischaemum nativitatis,H,2;0;0
Ischaemum santapaui,H,1;0;0
Ischaemum timorense,H,1;0;0
Ischaemum zeylanicolum,H,1;0;0
Ischnosiphon arouma,H,1;0;0
Ischnosiphon cerotus,H,1;0;0
Ischnosiphon helenae,H,1;0;0
Ischnosiphon leucophaeus,H,1;0;0
Ischnosiphon obliquus,H,1;0;0
Ischnosiphon puberulus,H,1;0;0
Ischnosiphon rotundifolius,H,1;0;0
Ischyrolepis karooica,H,1;0;0
Ischyrolepis ocreata,H,1;0;0
Ischyrolepis sieberi,H,1;0;0
Ischyrolepis subverticillata,H,2;0;0
Iseia luxurians,W,0;1;2
Isertia coccinea,W,0;0;2
Isertia haenkeana,W,0;0;2
Isertia hypoleuca,W,0;0;3
Isertia laevis,W,0;0;2
Isertia parviflora,W,0;0;1
Isertia pittieri,W,0;0;1
Isertia rosea,W,0;0;3
Isertia spiciformis,W,0;0;1
Isidorea brachyantha,W,0;0;1
Ismene longipetala,H,1;0;0
Ismene narcissiflora,H,1;0;0
Ismene vargasii,H,1;0;0
Isoberlinia angolensis,W,0;0;2
Isoberlinia doka,W,0;0;3
Isoberlinia scheffieri,W,0;0;3
Isoberlinia scheffleri,W,0;0;2
Isoberlinia tomentosa,W,0;0;1
Isochilus amparoanus,H,1;0;0
Isochilus brasiliensis,H,1;0;0
Isochilus major,H,1;0;0
Isocoma acradenia,W,0;0;2
Isocoma menziesii,W,0;0;2
Isodon flabelliformis,H,1;0;0
Isodon inflexus,H,1;0;0
Isodon secundiflorus,W,0;0;1
Isoetella duriei,H,1;0;0
Isoetes aequinoctialis,H,1;0;0
Isoetes andicola,H,1;0;0
Isoetes andina,H,1;0;0
Isoetes asiatica,H,1;0;0
Isoetes bolanderi,H,2;0;0
Isoetes caroliniana,H,1;0;0
Isoetes chapmanii,H,1;0;0
Isoetes colombiana,H,1;0;0
Isoetes cubana,H,1;0;0
Isoetes echinospora,H,1;0;0
Isoetes ecuadoriensis,H,1;0;0
Isoetes engelmannii,H,1;0;0
Isoetes howellii,H,1;0;0
Isoetes hypsophila,H,1;0;0
Isoetes karstenii,H,2;0;0
Isoetes killipii,H,1;0;0
Isoetes lacustris,H,1;0;0
Isoetes lechleri,H,2;0;0
Isoetes maritima,H,1;0;0
Isoetes mexicana,H,1;0;0
Isoetes novo-granadensis,H,1;0;0
Isoetes nuttallii,H,1;0;0
Isoetes occidentalis,H,1;0;0
Isoetes orcuttii,H,1;0;0
Isoetes orientalis,H,1;0;0
Isoetes pallida,H,1;0;0
Isoetes palmeri,H,1;0;0
Isoetes panamensis,H,1;0;0
Isoetes perrieriana,H,1;0;0
Isoetes precocia,H,1;0;0
Isoetes pringlei,H,1;0;0
Isoetes riparia,H,1;0;0
Isoetes schweinfurthii,H,1;0;0
Isoetes sinensis,H,1;0;0
Isoetes storkii,H,1;0;0
Isoetes taiwanensis,H,1;0;0
Isoetes triangula,H,1;0;0
Isoetes truncata,H,1;0;0
Isoetes vermiculata,H,1;0;0
Isoetes virginica,H,1;0;0
Isoetes welwitschii,H,1;0;0
Isoetes yunguiensis,H,1;0;0
Isoetopsis graminifolia,H,5;0;0
Isoglossa ciliata,W,0;0;7
Isoglossa cooperi,variable,0;1;0
Isoglossa lactea,H,1;0;0
Isolepis alpina,H,1;0;0
Isolepis antarctica,H,1;0;0
Isolepis aucklandica,H,5;0;0
Isolepis australiensis,H,2;0;0
Isolepis basilaris,H,1;0;0
Isolepis bicolor,H,1;0;0
Isolepis caligenis,H,1;0;0
Isolepis carinata,H,1;0;0
Isolepis cernua,H,4;0;0
Isolepis costata,H,1;0;0
Isolepis crassiuscula,H,3;0;0
Isolepis diabolica,H,1;0;0
Isolepis digitata,H,1;0;0
Isolepis distigmatosa,H,1;0;0
Isolepis fluitans,H,3;0;0
Isolepis gaudichaudiana,H,1;0;0
Isolepis graminoides,H,1;0;0
Isolepis habra,H,2;0;0
Isolepis hookeriana,H,1;0;0
Isolepis humillima,H,2;0;0
Isolepis hystrix,H,2;0;0
Isolepis inundata,H,5;0;0
Isolepis inyangaensis,H,1;0;0
Isolepis keniaensis,H,1;0;0
Isolepis levynsiana,H,1;0;0
Isolepis ludwigii,H,1;0;0
Isolepis marginata,H,3;0;0
Isolepis meruensis,H,1;0;0
Isolepis montivaga,H,1;0;0
Isolepis nodosa,H,5;0;0
Isolepis pellocolea,H,1;0;0
Isolepis platycarpa,H,2;0;0
Isolepis pottsii,H,1;0;0
Isolepis praetextata,H,1;0;0
Isolepis producta,H,2;0;0
Isolepis prolifera,H,3;0;0
Isolepis reticularis,H,4;0;0
Isolepis rubicunda,H,1;0;0
Isolepis sepulcralis,H,3;0;0
Isolepis setacea,H,4;0;0
Isolepis stellata,H,1;0;0
Isolepis striata,H,1;0;0
Isolepis subtilissima,H,1;0;0
Isolepis subtillisima,H,1;0;0
Isolepis sulcata,H,2;0;0
Isolepis tenuissima,H,1;0;0
Isolepis trollii,H,1;0;0
Isolepis varians,H,1;0;0
Isolepis venustula,H,1;0;0
Isolepis verruculosa,H,1;0;0
Isolepis wakefieldiana,H,1;0;0
Isolona campanulata,W,0;0;2
Isolona congolana,W,0;0;2
Isolona cooperi,W,0;0;1
Isolona thonneri,W,0;0;1
Isomeris arborea,W,0;0;1
Isonandra lanceolata,W,0;0;1
Isonema smeathmannii,W,0;0;1
Isophysis tasmanica,H,1;0;0
Isoplexis canariensis,W,0;0;1
Isopogon adenanthoides,W,0;0;1
Isopogon alcicornis,W,0;0;1
Isopogon anemonifolius,W,0;0;8
Isopogon anethifolius,W,0;0;4
Isopogon asper,W,0;0;1
Isopogon axillaris,W,0;0;1
Isopogon baxteri,W,0;0;1
Isopogon buxifolius,W,0;0;2
Isopogon ceratophyllus,W,0;0;1
Isopogon crithmifolius,W,0;0;1
Isopogon cuneatus,W,0;0;1
Isopogon dawsonii,W,0;0;1
Isopogon divergens,W,0;0;1
Isopogon dubius,W,0;0;2
Isopogon fletcheri,W,0;0;1
Isopogon formosus,W,0;0;1
Isopogon gardneri,W,0;0;1
Isopogon heterophyllus,W,0;0;1
Isopogon inconspicuus,W,0;0;1
Isopogon latifolius,W,0;0;2
Isopogon linearis,W,0;0;1
Isopogon longifolius,W,0;0;1
Isopogon mnoraifolius,W,0;0;1
Isopogon petiolaris,W,0;0;2
Isopogon polycephalus,W,0;0;1
Isopogon prostratus,W,0;0;1
Isopogon robustus,W,0;0;1
Isopogon scabriusculus,W,0;0;1
Isopogon sphaerocephalus,W,0;0;1
Isopogon teretifolius,W,0;0;1
Isopogon tridens,W,0;0;1
Isopogon trilobus,W,0;0;1
Isopogon uncinatus,W,0;0;1
Isopogon villosus,W,0;0;1
Isopyrum biternatum,H,1;0;0
Isotoma anethifolia,H,1;0;0
Isotoma axillaris,H,2;0;0
Isotoma fluviatilis,H,1;0;0
Isotoma hypocrateriformis,H,1;0;0
Isotoma luticola,H,1;0;0
Isotoma petraea,H,1;0;0
Isotoma pusilla,H,1;0;0
Isotoma scapigera,H,1;0;0
Isotoma tridens,H,1;0;0
Isotria medeoloides,H,1;0;0
Isotria verticillata,H,1;0;0
Isotropis foliosa,W,0;0;1
Itaya amicorum,W,0;0;1
Itea amoena,W,0;0;1
Itea arisanensis,W,0;0;1
Itea chinensis,W,0;0;2
Itea ilicifolia,W,0;0;1
Itea japonica,W,0;0;1
Itea virginica,W,0;0;6
Iteadaphne caudata,W,0;0;2
Iteiluma baillonii,W,0;0;1
Iti lacustris,H,1;0;0
Itoa stapfii,W,0;0;1
Itzaea sericea,variable,0;1;0
Iva acerosa,W,0;0;1
Iva frutescens,variable,0;1;0
Ixerba brexioides,W,0;0;2
Ixeris chinensis,H,3;0;0
Ixeris dentata,H,1;0;0
Ixeris repens,H,1;0;0
Ixeris stolonifera,H,1;0;0
Ixia bellendenii,H,1;0;0
Ixia brevituba,H,1;0;0
Ixia brunneobractea,H,1;0;0
Ixia campanulata,H,1;0;0
Ixia cochlearis,H,1;0;0
Ixia collina,H,1;0;0
Ixia conferta,H,1;0;0
Ixia crispa,H,1;0;0
Ixia curta,H,1;0;0
Ixia curvata,H,1;0;0
Ixia dubia,H,1;0;0
Ixia flexuosa,H,1;0;0
Ixia framesii,H,1;0;0
Ixia gloriosa,H,1;0;0
Ixia latifolia,H,2;0;0
Ixia leipoldtii,H,1;0;0
Ixia longituba,H,1;0;0
Ixia maculata,H,1;0;0
Ixia marginifolia,H,1;0;0
Ixia metelerkampiae,H,1;0;0
Ixia micrandra,H,1;0;0
Ixia monadelpha,H,1;0;0
Ixia mostertii,H,1;0;0
Ixia odorata,H,1;0;0
Ixia orientalis,H,1;0;0
Ixia paniculata,H,1;0;0
Ixia patens,H,1;0;0
Ixia pauciflora,H,1;0;0
Ixia paucifolia,H,1;0;0
Ixia polystachya,H,1;0;0
Ixia purpureorosea,H,1;0;0
Ixia rapunculoides,H,1;0;0
Ixia scillaris,H,1;0;0
Ixia splendida,H,1;0;0
Ixia stohriae,H,1;0;0
Ixia stolonifera,H,1;0;0
Ixia stricta,H,1;0;0
Ixia thomasiae,H,1;0;0
Ixia trifolia,H,1;0;0
Ixia trinervata,H,1;0;0
Ixia vanzijliae,H,1;0;0
Ixia versicolor,H,1;0;0
Ixia vinacea,H,1;0;0
Ixia viridiflora,H,2;0;0
Ixianthes retzioides,W,0;0;1
Ixiolaena brevicompta,H,3;0;0
Ixiolaena leptolepis,H,3;0;0
Ixiolaena tomentosa,H,4;0;0
Ixiolirion tataricum,H,3;0;0
Ixocactus hutchisonii,W,0;0;1
Ixodia achilleoides,W,0;0;1
Ixonanthes chinensis,W,0;0;5
Ixonanthes grandiflora,W,0;0;1
Ixonanthes icosandra,W,0;0;2
Ixonanthes petiolaris,W,0;0;1
Ixonanthes reticulata,W,0;0;9
Ixophorus unisetus,H,1;0;0
Ixora alba,W,0;0;4
Ixora arborea,W,0;0;1
Ixora beckleri,W,0;0;5
Ixora biflora,W,0;0;3
Ixora blumei,W,0;0;1
Ixora brachypoda,W,0;0;1
Ixora coccinea,W,0;0;5
Ixora congesta,W,0;0;4
Ixora ferrea,W,0;0;1
Ixora gardneriana,W,0;0;1
Ixora grandifolia,W,0;0;2
Ixora henryi,W,0;0;1
Ixora hookeri,W,0;0;1
Ixora javanica,W,0;0;1
Ixora killipii,W,0;0;3
Ixora makassarica,W,0;0;1
Ixora nicaraguensis,W,0;0;2
Ixora panurensis,W,0;0;2
Ixora parviflora,W,0;0;2
Ixora pendula,W,0;0;1
Ixora peruviana,W,0;0;2
Ixora scheffleri,W,0;0;1
Ixora simalurensis,W,0;0;1
Ixora ulei,W,0;0;1
Ixyophora carinata,H,1;0;0
Ixyophora viridisepala,H,1;0;0
Jablonskia congesta,W,0;0;1
Jacaranda acutifolia,W,0;0;1
Jacaranda arborea,W,0;0;1
Jacaranda brasiliana,W,0;0;2
Jacaranda caerulea,W,0;0;2
Jacaranda caroba,W,0;0;1
Jacaranda caucana,W,0;0;1
Jacaranda copaia,W,0;0;32
Jacaranda cuspidifolia,W,0;0;1
Jacaranda filicifolia,W,0;0;1
Jacaranda glabra,W,0;0;3
Jacaranda hesperia,W,0;0;2
Jacaranda micrantha,W,0;0;2
Jacaranda mimosifolia,W,0;0;5
Jacaranda morii,W,0;0;1
Jacaranda obtusifolia,W,0;0;7
Jacaranda poitaei,W,0;0;1
Jacaranda puberula,W,0;0;2
Jacaranda rhombifolia,W,0;0;2
Jacaranda sparrei,W,0;0;1
Jacaratia corumbensis,W,0;0;2
Jacaratia digitata,W,0;0;6
Jacaratia dodecaphylla,W,0;0;2
Jacaratia dolichaula,W,0;0;4
Jacaratia hassleriana,W,0;0;1
Jacaratia mexicana,W,0;0;1
Jacaratia spinosa,W,0;0;7
Jackiopsis ornata,W,0;0;1
Jacksonia floribunda,W,0;0;6
Jacksonia furcellata,W,0;0;1
Jacobaea aquatica,H,1;0;0
Jacobaea argunensis,H,1;0;0
Jacquemontia blanchetii,variable,0;1;0
Jacquemontia nodiflora,W,0;0;1
Jacquemontia ovalifolia,H,1;0;0
Jacquemontia pentanthos,variable,0;1;0
Jacquemontia reclinata,variable,0;1;0
Jacquemontia tamnifolia,H,1;0;0
Jacqueshuberia loretensis,W,0;0;1
Jacquinia arborea,W,0;0;2
Jacquinia berteroi,W,0;0;2
Jacquinia caracasana,W,0;0;1
Jacquinia keyensis,W,0;0;1
Jacquinia pungens,W,0;0;3
Jacquinia revoluta,W,0;0;3
Jacquinia umbellata,W,0;0;1
Jacquiniella teretifolia,H,1;0;0
Jaegeria hirta,H,1;0;0
Jagera javanica,W,0;0;2
Jagera pseudorhus,W,0;0;10
Jagera serrata,W,0;0;1
Jaltomata procumbens,H,2;0;0
Jaltomata sinuosa,H,1;0;0
Jamesbrittenia atropurpurea,H,1;0;0
Jamesbrittenia dissecta,H,1;0;0
Jamesbrittenia foliolosa,H,1;0;0
Jamesbrittenia megadenia,H,1;0;0
Jamesia americana,W,0;0;2
Janotia macrostipula,W,0;0;1
Jansenella griffithiana,H,1;0;0
Janusia anisandra,variable,0;1;0
Janusia gracilis,W,0;0;1
Janusia mediterranea,variable,0;1;0
Japonolirion osense,H,1;0;0
Jarandersonia clemensiae,W,0;0;1
Jardinea gabonensis,H,1;0;0
Jarilla heterophylla,W,0;0;1
Jasione heldreichii,H,1;0;0
Jasione montana,H,3;0;0
Jasione orbiculata,H,1;0;0
Jasminum abyssinicum,W,0;0;1
Jasminum amoenum,W,0;0;1
Jasminum angulare,W,0;0;1
Jasminum angustifolium,W,0;0;1
Jasminum azoricum,W,0;0;1
Jasminum bakeri,W,0;0;1
Jasminum beesianum,W,0;0;1
Jasminum brevilobum,W,0;0;1
Jasminum crassifolium,W,0;0;1
Jasminum dallachii,W,0;0;3
Jasminum dichotomum,W,0;0;1
Jasminum didymum,W,0;0;4
Jasminum domatiigerum,W,0;0;1
Jasminum duclouxii,W,0;0;1
Jasminum elegans,W,0;0;1
Jasminum floribundum,W,0;0;1
Jasminum floridum,W,0;0;1
Jasminum fluminense,W,0;0;2
Jasminum fruticans,W,0;0;4
Jasminum grandiflorum,W,0;0;2
Jasminum humile,W,0;0;1
Jasminum kajewskii,W,0;0;1
Jasminum lanceolarium,W,0;0;1
Jasminum lineare,W,0;0;2
Jasminum mesnyi,W,0;0;1
Jasminum molle,W,0;0;1
Jasminum multiflorum,W,0;0;1
Jasminum multipartitum,W,0;0;1
Jasminum nudiflorum,W,0;0;2
Jasminum octocuspe,W,0;0;1
Jasminum odoratissimum,W,0;0;5
Jasminum officinale,W,0;0;1
Jasminum pauciflorum,W,0;0;1
Jasminum polyanthum,variable,0;1;0
Jasminum puberulum,W,0;0;1
Jasminum ritchiei,W,0;0;1
Jasminum sambac,W,0;0;1
Jasminum sessiliflorum,W,0;0;1
Jasminum simplicifolium,W,0;0;4
Jasminum stenolobum,W,0;0;1
Jasminum suavissimum,W,0;0;1
Jasminum urophyllum,W,0;0;1
Jasminum volubile,W,0;0;1
Jateorhiza macrantha,variable,0;1;0
Jatropha botswanica,H,1;0;0
Jatropha capensis,W,0;0;1
Jatropha chamelensis,W,0;0;1
Jatropha cinerea,W,0;0;1
Jatropha cordata,W,0;0;1
Jatropha curcas,W,0;0;4
Jatropha dhofarica,W,0;0;1
Jatropha dioica,W,0;0;1
Jatropha divaricata,W,0;0;1
Jatropha gaumeri,W,0;0;1
Jatropha gossypiifolia,W,1;0;3
Jatropha integerrima,W,0;0;2
Jatropha macrorhiza,H,1;0;0
Jatropha mahafalensis,W,0;0;1
Jatropha malacophylla,W,0;0;1
Jatropha natalensis,H,1;0;0
Jatropha neopauciflora,W,0;0;1
Jatropha platyphylla,W,0;0;1
Jatropha rzedowskii,W,0;0;1
Jatropha schlechteri,H,1;0;0
Jatropha standleyi,W,0;0;3
Jaubertia aucheri,W,0;0;1
Jaumea carnosa,H,1;0;0
Jaundea monticola,W,0;0;1
Jefea pringlei,W,0;0;1
Jeffersonia diphylla,H,2;0;0
Jeffersonia dubia,H,1;0;0
Jepsonia heterandra,H,1;0;0
Jepsonia parryi,H,1;0;0
Joannesia heveoides,W,0;0;1
Joannesia princeps,W,0;0;4
Jodina rhombifolia,W,0;0;4
Jodrellia macrocarpa,H,1;0;0
Johanneshowellia crateriorum,H,1;0;0
Johannesteijsmannia altifrons,W,0;0;1
Johnsonia lupulina,H,1;0;0
Johnsonia pubescens,H,1;0;0
Joinvillea ascendens,H,2;0;0
Joinvillea gaudichaudiana,H,1;0;0
Joinvillea plicata,H,4;0;0
Jollydora duparquetiana,W,0;0;1
Joosia aequatoria,W,0;0;1
Joosia umbellifera,W,0;0;1
Jovellana violacea,W,0;0;3
Juania australis,W,0;0;3
Juanulloa aurantiaca,W,0;0;1
Juanulloa mexicana,W,0;0;1
Jubaea chilensis,W,0;0;1
Jubaeopsis caffra,W,0;0;1
Juglans ailanthifolia,W,0;0;6
Juglans australis,W,0;0;6
Juglans boliviana,W,0;0;1
Juglans californica,W,0;0;5
Juglans cathayensis,W,0;0;2
Juglans cinerea,W,0;0;12
Juglans fallax,W,0;0;1
Juglans hindsii,W,0;0;2
Juglans indochinensis,W,0;0;2
Juglans jamaicensis,W,0;0;1
Juglans major,W,0;0;1
Juglans mandshurica,W,0;0;6
Juglans microcarpa,W,0;0;3
Juglans neotropica,W,0;0;2
Juglans nigra,W,0;0;27
Juglans olanchana,W,0;0;3
Juglans regia,W,0;0;29
Juglans venezuelensis,W,0;0;1
Julbernardia bifoliolata,W,0;0;1
Julbernardia globiflora,W,0;0;5
Julbernardia globulifera,W,0;0;1
Julbernardia pellegriniana,W,0;0;9
Julbernardia seretii,W,0;0;3
Jumellea confusa,H,1;0;0
Jumellea maxillarioides,H,1;0;0
Jumellea sagittata,H,1;0;0
Jumelleanthus perrieri,W,0;0;1
Juncus acuminatus,H,2;0;0
Juncus acutiflorus,H,2;0;0
Juncus acutus,H,2;0;0
Juncus alatus,H,1;0;0
Juncus alexandri,H,1;0;0
Juncus allioides,H,1;0;0
Juncus alpinoarticulatus,H,2;0;0
Juncus amabilis,H,1;0;0
Juncus antarcticus,H,1;0;0
Juncus arcticus,H,5;0;0
Juncus aridicola,H,5;0;0
Juncus articulatus,H,6;0;0
Juncus astreptus,H,1;0;0
Juncus atratus,H,1;0;0
Juncus australis,H,1;0;0
Juncus balticus,H,4;0;0
Juncus bassianus,H,1;0;0
Juncus biglumis,H,3;0;0
Juncus bolanderi,H,1;0;0
Juncus brachycarpus,H,2;0;0
Juncus brachycephalus,H,1;0;0
Juncus brachyphyllus,H,1;0;0
Juncus brevicaudatus,H,2;0;0
Juncus breweri,H,1;0;0
Juncus bufonius,H,8;0;0
Juncus bulbosus,H,4;0;0
Juncus caesariensis,H,1;0;0
Juncus caespiticius,H,1;0;0
Juncus canadensis,H,2;0;0
